SEX		AGE		HEIGHT		WEIGHT
2		60		62		200
1		55		69		210
1		67		70		175
2		24		61		115
1		83		69		218
1		59		68		140
1		80		71		185
2		74		62		170
2		73		63		180
1		59		74		220
1		61		73		225
2		37		66		145
1		42		74		190
2		70		62		123
1		74		65		136
2		44		64		168
2		60		66		125
1		79		69		185
1		38		70		215
2		31		63		165
1		84		70		160
1		65		67		205
1		29		71		210
2		85		66		148
2		36		66		160
2		23		65		215
2		74		65		160
1		79		74		164
1		63		73		194
1		85		71		200
1		53		69		240
2		22		70		250
2		28		65		120
1		35		67		280
2		73		65		152
2		67		65		145
2		63		63		195
2		28		67		150
2		80		66		140
2		43		66		180
2		43		60		200
1		81		70		140
2		32		64		170
2		59		66		220
2		67		61		120
2		64		67		128
1		29		70		230
2		44		64		185
2		76		66		178
2		45		60		126
1		65		72		170
1		22		69		175
2		53		65		251
2		37		65		220
2		59		64		170
1		57		71		170
2		70		64		133
2		68		68		230
2		58		67		156
2		76		62		105
1		76		72		185
1		74		69		165
1		52		70		220
2		69		62		197
2		47		64		140
1		63		71		200
1		60		67		202
2		19		61		161
2		28		67		135
2		36		68		180
2		69		69		185
2		79		63		170
1		34		75		185
2		68		65		200
2		40		59		114
1		55		69		218
1		60		67		190
1		35		68		170
2		77		65		160
2		30		66		210
2		33		69		250
1		85		68		163
2		69		62		130
2		32		66		175
2		47		66		178
2		63		69		155
2		51		64		140
2		75		62		160
2		56		64		209
2		51		61		172
2		84		64		170
2		63		63		185
2		24		67		165
1		57		68		295
1		42		73		150
1		74		68		200
1		60		66		165
2		77		69		150
1		32		69		185
1		41		68		162
1		63		67		250
1		32		71		162
2		64		61		160
2		38		64		165
1		75		71		190
1		65		72		205
1		39		71		240
2		68		65		150
1		31		69		150
2		78		61		234
1		43		67		160
2		45		64		160
1		74		75		245
2		39		66		250
2		47		60		205
2		64		67		175
2		83		67		172
2		79		66		120
1		68		71		185
1		47		72		210
1		52		68		164
1		54		74		294
2		68		59		100
2		64		63		175
1		60		66		220
2		68		62		135
2		61		63		200
2		32		67		110
1		18		67		135
2		75		63		147
2		64		70		160
2		43		64		191
1		67		68		210
2		19		62		140
2		39		65		170
1		59		65		150
1		72		74		230
2		51		62		152
1		57		68		206
2		49		66		263
1		36		67		170
2		76		61		130
2		23		67		142
2		85		62		165
1		40		67		190
1		32		72		165
2		40		61		145
2		85		64		130
1		50		71		235
2		75		64		170
2		59		65		125
2		47		62		170
2		57		69		198
1		47		69		165
1		63		70		190
1		54		71		240
1		67		71		210
1		26		65		175
2		39		67		250
2		52		65		138
2		62		60		100
1		68		69		169
1		43		71		250
1		26		71		220
1		40		67		178
1		52		71		257
2		53		64		155
1		79		70		165
1		64		71		205
1		65		69		198
2		32		65		228
1		66		71		215
1		85		74		160
2		44		62		150
2		31		62		159
1		78		72		202
2		53		65		140
1		54		75		250
1		71		71		220
2		58		61		160
2		84		62		125
1		56		72		180
1		39		63		215
1		27		70		170
2		59		63		180
1		74		67		160
2		52		61		110
2		77		66		191
1		85		67		150
2		62		62		210
2		74		66		144
1		47		70		145
1		25		68		270
1		20		69		155
2		50		66		140
2		82		62		127
2		85		61		135
1		66		66		175
1		48		67		285
2		30		59		178
1		37		68		145
1		30		70		200
1		39		73		210
2		78		68		158
2		79		64		144
1		44		71		275
1		29		72		160
2		33		60		138
1		33		69		186
1		72		72		199
2		64		67		225
1		60		70		180
1		58		74		230
1		84		68		145
2		51		67		245
1		36		68		150
1		62		67		147
1		51		71		215
1		37		67		185
1		52		73		280
1		77		69		150
1		43		69		250
2		41		59		140
2		82		62		137
1		31		68		132
2		69		63		175
2		67		63		155
2		67		67		160
1		59		72		280
1		42		66		184
2		37		61		130
1		53		70		245
1		66		72		196
2		49		61		140
1		73		70		195
2		77		64		132
2		22		67		120
1		66		68		260
2		26		61		105
1		36		71		200
2		68		62		160
1		75		69		199
1		68		69		210
1		71		66		195
1		30		67		140
2		59		62		270
1		54		71		214
2		21		68		180
2		60		66		218
1		60		72		174
2		24		68		150
1		67		71		248
1		84		67		140
2		27		65		200
1		63		67		202
2		68		59		122
1		48		68		218
2		60		60		123
1		39		69		180
2		85		61		101
2		23		63		138
1		22		71		200
1		84		71		140
1		27		69		170
2		31		62		135
1		57		69		180
1		66		71		135
1		74		69		235
2		67		64		194
1		67		69		160
1		52		74		235
1		19		73		154
1		32		67		145
1		46		74		210
2		45		68		175
2		76		65		207
2		56		65		150
2		72		66		153
2		85		62		131
2		23		63		146
2		72		63		180
1		56		69		195
2		43		67		160
1		19		65		148
2		20		62		210
1		50		69		210
2		82		63		154
2		26		65		185
2		69		61		152
2		25		63		200
1		65		67		135
2		26		61		130
2		54		62		207
2		20		70		162
1		28		74		185
2		46		62		200
2		69		65		255
2		85		64		129
2		39		63		120
2		32		62		165
2		29		66		195
2		69		66		170
2		25		62		199
1		37		74		240
2		85		59		157
2		65		64		152
2		75		61		140
2		81		61		165
2		85		62		122
1		46		64		130
1		58		67		175
1		51		68		190
2		24		60		130
1		70		70		162
1		53		71		165
2		78		64		165
1		70		70		225
2		35		65		190
2		24		62		160
2		85		62		175
1		40		72		200
2		66		60		165
1		70		68		162
1		46		69		180
1		44		71		170
1		51		73		295
1		36		74		210
2		63		66		150
1		32		73		180
1		34		73		145
1		29		70		140
1		45		70		175
1		34		71		215
1		72		72		238
1		71		69		165
1		34		68		165
1		52		68		200
1		59		69		220
2		67		61		135
2		50		68		170
2		74		63		133
1		48		65		130
1		19		69		170
1		72		66		136
1		42		67		172
2		30		60		190
2		73		63		128
2		42		66		256
2		46		68		165
2		49		64		160
2		37		59		165
1		83		66		170
1		72		69		225
2		25		67		245
1		78		68		195
2		38		65		110
2		78		64		115
1		41		73		270
1		43		64		160
2		29		65		130
1		74		70		165
1		66		76		205
1		77		68		160
2		35		69		200
1		45		67		175
2		43		62		150
2		69		68		175
1		40		71		200
2		79		64		120
2		34		64		220
2		31		61		155
2		19		68		110
2		66		68		200
2		66		64		165
2		37		69		170
2		33		63		200
2		62		60		195
2		21		65		130
1		85		72		178
2		38		66		190
1		60		71		235
1		53		71		185
1		82		70		188
2		75		63		142
2		76		62		129
2		21		67		180
2		85		69		218
2		40		64		170
2		18		68		132
1		68		68		185
1		64		73		170
1		55		68		160
1		19		67		165
2		62		64		128
2		21		61		163
1		68		66		170
2		72		62		180
2		67		61		147
2		49		64		120
2		59		67		160
2		38		64		200
1		49		71		215
2		40		68		140
1		60		72		175
1		83		69		180
2		41		64		140
1		28		71		240
1		59		68		182
2		82		65		160
2		65		62		198
1		40		74		190
1		64		69		258
1		24		72		187
2		72		64		185
2		27		61		150
2		23		66		185
1		54		65		155
2		58		69		188
1		20		70		165
1		33		73		160
1		76		74		240
2		83		68		200
2		63		64		165
2		77		61		108
2		41		60		210
1		42		70		180
1		44		70		250
1		26		68		195
1		36		71		200
1		25		72		175
2		58		66		180
2		59		62		136
2		46		65		220
1		21		73		180
1		30		72		180
1		20		67		290
2		44		67		170
1		48		70		155
2		79		63		152
2		34		68		193
1		61		67		150
1		39		71		215
2		65		62		130
1		45		67		280
2		71		59		183
2		65		68		204
1		54		72		230
1		30		70		220
1		31		72		190
1		71		71		254
2		74		67		156
1		30		74		200
1		34		70		195
2		74		67		148
1		42		68		140
2		34		69		190
1		27		67		130
2		48		64		160
2		39		63		248
2		85		62		130
1		22		74		260
2		28		65		180
2		47		63		197
2		64		66		156
2		40		64		190
1		75		69		182
2		43		69		143
1		85		70		155
2		22		62		150
1		28		69		200
2		64		63		143
2		58		62		130
1		54		70		182
2		63		62		217
2		63		63		110
1		71		67		180
2		68		70		135
2		54		69		185
1		62		67		170
1		74		66		160
1		62		66		148
1		42		65		145
2		64		62		158
2		73		61		100
1		67		70		254
1		29		75		168
1		80		68		225
2		58		65		230
1		57		73		270
2		29		65		137
2		65		64		220
1		28		69		210
1		21		74		235
1		62		68		290
2		68		61		145
1		38		72		225
1		66		68		192
2		85		61		125
1		39		70		220
2		68		64		145
2		44		67		250
1		62		67		140
1		51		67		170
1		55		68		200
2		34		63		170
2		47		64		223
2		49		64		260
2		50		65		135
1		28		72		175
2		20		67		193
2		36		66		202
1		67		72		236
2		28		67		260
1		48		68		199
1		34		70		225
1		43		72		280
2		64		66		180
2		25		64		130
2		50		66		190
2		34		65		210
1		67		66		168
1		82		69		170
1		62		74		210
2		32		63		138
2		58		62		210
1		72		70		205
1		64		69		250
2		80		61		168
1		38		71		180
2		80		60		100
1		49		72		250
2		53		62		120
2		63		66		240
1		41		73		215
2		72		64		115
2		39		64		190
2		80		65		132
2		36		64		134
2		41		63		143
1		74		66		135
1		44		67		220
2		33		64		175
2		61		63		170
2		52		66		155
1		53		70		185
1		37		69		200
1		51		65		258
1		70		65		200
2		70		67		185
2		70		61		212
1		34		72		190
1		56		73		238
2		52		63		205
2		80		62		150
1		29		71		205
2		48		68		135
2		66		65		172
1		41		68		185
2		40		62		110
2		28		63		260
2		24		63		120
1		42		70		140
1		61		70		190
2		79		62		140
2		41		70		198
2		66		64		164
2		42		62		163
2		48		66		164
2		71		64		140
2		31		64		160
1		49		70		187
2		38		59		120
2		79		63		145
2		80		66		159
2		69		60		105
2		68		67		171
1		61		73		246
1		29		73		175
1		46		67		235
1		78		68		160
1		75		72		190
2		36		61		163
2		34		66		175
1		52		69		195
2		79		66		123
2		26		67		135
2		72		65		108
2		30		65		149
2		59		66		173
2		33		61		110
2		36		64		170
2		64		65		216
2		31		60		189
1		38		73		220
1		54		71		220
1		33		70		190
2		35		68		168
1		42		67		200
1		46		71		218
2		80		63		180
1		58		71		250
1		28		70		190
1		68		68		200
1		19		74		245
1		65		64		170
2		84		65		157
2		49		65		200
1		34		75		202
2		62		62		142
1		75		68		206
2		19		62		230
1		66		67		155
2		78		67		113
2		63		69		125
2		53		62		135
2		31		62		180
1		41		70		187
2		75		61		144
1		46		66		170
2		61		63		120
2		31		61		177
2		21		61		160
2		65		67		219
2		73		70		150
2		85		63		106
1		85		71		153
2		54		64		145
1		42		71		250
1		65		70		210
2		62		66		135
1		65		70		180
2		30		62		113
1		85		65		146
1		73		70		191
2		28		68		120
2		73		65		170
2		85		63		120
1		62		71		220
2		18		62		115
2		45		68		125
2		55		62		120
1		39		70		175
2		65		66		150
1		59		70		245
2		30		64		160
1		59		71		165
2		76		63		150
1		61		67		225
1		20		67		240
1		77		72		220
2		79		62		170
1		85		69		225
1		66		69		155
2		61		63		185
1		43		68		172
2		65		69		234
2		70		62		175
2		85		63		118
1		60		73		270
2		71		69		220
1		63		68		175
2		32		67		156
1		18		68		140
1		36		75		190
2		23		62		180
2		61		62		125
2		54		68		195
2		79		61		108
2		69		61		195
1		41		72		190
2		62		65		145
2		65		66		165
1		24		70		255
1		48		74		220
2		21		66		129
2		44		66		123
1		69		70		259
2		45		68		182
1		48		64		138
2		74		62		250
1		64		71		230
1		56		66		139
1		38		73		235
2		48		65		190
2		73		61		170
2		72		63		200
1		30		73		180
2		85		59		144
1		38		64		150
2		30		61		149
1		66		66		170
1		39		71		205
2		22		61		165
2		19		65		200
1		51		69		180
1		49		74		225
1		64		72		240
2		82		63		180
1		38		71		175
2		56		63		175
2		70		64		175
2		36		64		200
1		40		75		270
1		35		75		230
2		72		64		135
1		41		67		170
1		37		67		165
2		48		62		142
1		26		72		185
2		41		63		150
2		74		64		136
2		70		65		140
2		51		59		100
1		73		70		205
2		57		63		182
2		56		61		180
2		63		63		240
2		55		66		151
2		35		63		125
2		24		66		210
2		82		65		179
1		37		74		190
1		59		68		165
2		69		66		150
2		23		67		190
2		29		67		115
1		51		67		151
2		55		67		240
1		62		73		195
2		64		62		215
1		74		66		195
2		63		69		160
2		80		66		201
1		46		66		145
2		71		67		180
2		29		62		167
1		73		72		232
1		59		72		175
2		29		70		145
2		54		65		105
2		29		63		199
1		20		76		160
1		26		68		160
1		41		70		240
2		53		65		150
2		78		68		188
2		33		64		150
1		30		69		165
1		49		73		170
1		81		69		209
1		61		72		176
1		85		73		167
1		65		66		138
2		25		67		145
2		24		66		125
1		74		72		220
1		48		67		184
1		24		67		170
1		43		69		200
1		85		70		200
1		73		71		130
1		78		64		141
2		62		64		150
2		48		66		160
2		60		67		150
2		57		65		150
2		85		62		145
1		82		68		170
2		47		64		180
1		65		69		195
1		46		64		132
2		69		67		214
2		27		64		160
2		64		64		160
2		83		63		115
1		32		75		294
2		68		66		230
1		83		69		165
1		27		68		170
1		69		70		250
2		28		64		135
1		53		72		220
1		68		68		205
1		58		73		170
2		67		66		261
1		56		70		155
1		72		66		150
1		60		66		189
2		65		62		117
2		36		69		137
1		50		66		180
1		45		66		240
2		64		66		145
1		69		71		190
1		65		72		280
1		82		64		151
2		75		65		132
1		72		67		170
2		80		68		135
2		30		63		130
1		85		67		170
1		58		76		145
2		74		68		174
1		77		72		240
1		37		70		235
2		48		60		165
1		54		70		250
1		42		67		175
2		59		64		191
1		77		72		194
1		38		70		170
1		25		69		185
1		85		71		162
2		44		61		127
1		45		68		160
2		61		62		120
2		31		62		180
2		59		65		250
1		54		71		206
1		19		68		140
1		70		69		175
1		35		76		230
1		75		66		180
2		61		61		145
2		26		64		125
2		70		66		230
1		62		70		221
2		81		65		179
1		38		71		165
1		62		68		203
2		63		64		126
2		29		67		170
2		62		65		118
2		67		66		170
1		78		70		222
2		69		63		250
1		36		66		170
2		34		63		117
2		70		62		150
2		45		68		175
1		68		66		180
2		60		65		150
2		28		59		119
2		30		66		178
2		66		65		180
2		69		65		180
1		68		71		245
1		67		70		270
2		73		69		173
2		85		63		108
1		63		64		153
1		32		63		165
2		57		67		150
2		44		64		130
2		49		70		178
2		52		60		132
2		21		62		135
2		32		62		254
2		28		65		140
2		29		64		165
1		35		71		180
1		22		71		194
1		37		72		180
1		43		72		220
1		59		70		195
1		59		73		175
2		51		65		130
1		62		71		205
1		54		69		245
2		40		65		182
1		22		68		150
2		33		67		142
1		54		71		200
2		42		66		143
2		58		66		130
2		78		62		155
2		66		61		176
1		53		64		168
1		57		74		205
2		29		63		174
1		49		72		209
1		26		70		276
1		56		73		148
2		20		62		130
2		74		62		150
2		28		59		170
2		66		63		138
1		22		66		170
1		47		69		200
2		40		68		235
2		65		61		160
2		85		60		132
1		38		63		215
1		57		67		235
2		57		66		167
1		44		73		220
1		55		69		160
1		48		68		150
2		34		62		143
2		35		62		168
1		83		66		173
2		34		65		135
2		84		64		140
1		40		71		150
1		48		69		180
2		69		69		218
2		62		62		180
1		66		70		175
2		61		67		150
1		75		75		194
2		53		65		130
2		33		65		180
1		40		69		205
1		36		70		200
2		41		65		200
1		74		71		214
2		18		66		170
2		58		66		170
2		80		61		110
2		28		62		120
2		57		69		168
1		72		66		200
1		26		71		175
2		85		66		209
1		37		71		160
1		63		73		210
2		40		62		195
2		44		66		140
1		59		68		200
1		77		67		145
1		54		73		183
1		59		69		200
1		84		69		208
2		82		62		160
1		55		68		150
2		67		65		130
1		79		70		200
1		47		71		180
2		38		69		206
1		35		74		185
2		25		61		144
2		77		61		148
1		62		65		210
1		56		69		177
2		58		62		130
1		82		65		240
1		20		74		200
1		51		71		154
2		58		60		147
1		54		73		275
2		37		61		134
1		34		75		240
2		48		67		257
2		70		60		150
1		56		70		185
2		41		66		140
1		29		72		230
1		58		67		274
1		41		72		190
2		45		63		160
1		59		68		225
1		59		70		170
2		45		60		115
1		83		75		180
1		47		68		220
2		48		62		160
2		40		66		198
1		26		70		208
2		66		65		235
1		50		69		214
1		56		74		276
2		35		62		126
2		69		69		140
1		64		67		160
2		36		63		120
2		51		63		161
2		43		67		185
2		21		62		170
1		54		69		182
1		57		67		145
1		64		74		240
2		82		64		180
1		55		69		178
2		24		66		200
2		59		66		210
2		50		67		162
2		66		60		150
2		31		60		196
2		59		62		195
2		38		64		135
1		37		71		175
2		30		63		185
1		42		66		178
2		27		67		170
2		59		64		179
2		24		65		144
1		52		67		190
2		48		62		220
1		73		70		165
1		34		70		235
2		70		60		118
1		53		71		210
1		18		68		127
2		50		60		120
2		58		67		160
1		24		68		145
2		42		64		130
2		82		66		180
1		51		67		180
1		74		65		240
1		72		71		165
1		65		72		250
2		83		63		140
1		34		69		200
1		33		66		175
2		47		63		130
2		85		62		180
1		20		73		250
2		64		67		131
1		62		72		209
2		72		62		145
2		34		62		128
2		77		59		215
1		46		73		180
2		21		61		150
2		19		62		114
1		19		72		140
1		19		70		175
2		74		67		145
1		63		71		180
1		77		70		170
2		67		65		160
2		39		64		127
2		38		61		190
1		34		72		220
1		44		72		240
2		63		65		140
1		64		72		200
1		34		71		197
1		68		69		250
2		19		65		140
2		32		62		147
2		60		67		165
2		34		62		155
2		52		60		125
1		26		68		170
1		49		71		245
2		77		63		120
1		37		73		225
2		68		62		190
2		29		63		165
2		40		65		156
2		35		63		158
1		21		64		164
1		74		68		210
1		31		73		225
2		37		67		145
1		31		73		255
2		67		62		180
1		50		66		170
2		74		62		145
2		52		60		174
2		82		61		170
1		46		69		217
1		32		66		140
2		23		68		135
2		58		60		192
2		33		67		170
2		45		66		150
2		65		67		200
2		49		61		200
2		85		66		105
1		67		70		225
2		38		66		180
2		43		69		165
2		85		66		139
1		78		64		140
2		71		65		187
2		29		70		270
2		50		69		240
2		58		63		170
2		42		64		255
1		49		64		170
2		85		60		110
2		37		65		185
2		85		63		200
2		85		63		165
1		70		73		230
1		66		66		154
2		75		67		260
1		33		74		270
2		83		62		223
1		50		67		170
2		52		62		150
1		63		69		175
1		54		68		160
2		20		68		170
1		53		65		155
1		51		70		224
2		60		67		109
1		43		72		200
1		71		69		245
2		51		65		165
1		26		69		166
1		68		65		175
2		85		60		151
2		68		63		176
2		36		65		249
2		71		65		200
1		69		73		170
1		57		70		200
1		54		74		270
1		73		71		240
1		31		70		200
2		19		61		194
2		47		69		200
1		31		76		205
2		53		67		130
2		28		65		165
2		58		63		212
2		76		66		135
1		45		70		200
1		25		71		150
1		73		72		155
2		52		66		130
2		64		70		175
1		71		73		150
2		62		62		130
2		48		64		139
1		60		71		200
1		42		70		170
1		67		71		155
2		46		63		170
1		60		71		225
2		57		60		120
2		82		62		114
1		65		68		195
1		26		70		200
1		80		71		195
2		41		63		138
2		71		66		160
2		28		61		185
2		55		64		140
1		29		64		170
2		80		60		123
1		34		68		190
1		29		68		160
2		32		67		175
1		70		71		245
1		38		67		185
1		51		73		239
1		40		75		270
1		22		74		215
2		48		66		239
2		71		67		180
1		44		66		175
1		84		70		200
2		48		64		180
1		26		75		220
2		71		62		145
2		80		64		172
1		48		68		156
2		41		65		175
2		79		65		220
1		63		68		160
1		67		68		234
2		60		67		177
1		28		73		200
2		51		64		174
2		62		65		120
2		53		62		145
1		57		71		215
1		81		68		190
2		66		63		185
1		71		69		180
2		18		65		145
2		33		64		180
1		32		73		175
1		60		67		180
1		40		65		156
2		77		66		140
2		49		68		220
1		62		66		180
2		35		63		217
1		43		73		295
1		52		67		170
2		58		64		140
2		28		60		250
2		70		64		155
2		80		65		138
2		33		62		120
1		26		73		160
2		70		64		135
1		46		71		181
2		64		64		175
1		68		69		235
2		44		69		173
2		46		62		126
2		35		63		180
1		71		70		230
2		22		68		155
1		43		63		151
1		63		70		250
2		48		63		183
1		62		63		160
2		69		70		146
2		83		61		135
1		47		72		200
2		41		64		200
2		80		64		165
1		22		69		173
2		74		63		176
1		36		70		260
2		66		64		143
1		59		70		254
2		48		64		190
2		47		65		158
1		77		66		160
2		74		66		190
1		69		69		190
2		61		65		253
2		48		63		156
2		18		62		120
1		70		71		240
1		35		68		160
1		36		73		210
2		72		62		158
1		37		74		230
2		63		63		170
2		66		63		240
1		26		70		165
2		22		63		172
2		36		62		178
2		70		66		140
2		55		60		260
1		62		69		172
2		40		66		200
1		63		70		240
2		67		61		130
2		57		67		160
2		63		63		138
1		35		65		160
2		85		62		134
2		46		65		180
1		32		67		143
2		33		67		148
1		34		67		165
1		70		71		175
2		85		65		168
1		78		67		213
2		55		59		136
1		43		73		200
1		78		65		214
